"run","tick","random_seed","Produced","Deleted","Consumed","Cut Source","Cut Produced","Consumed Low","Consumed High","Quality ES High","Quality ES Low","Quality NL High","Quality NL Low"
61,1000.0,-1196460545,12200.454841482415,6072.906497895325,5762.361477388969,1379.5617212929967,2069.3425819394956,5317.0021467618535,445.3593306271158,1079.8864684602092,3048.3623485467683,1407.3543969094294,3008.11418735519
63,1000.0,-1196457493,15972.078644667741,10796.18154478923,4384.2000670905245,764.7713317435487,1147.1569976153235,3638.2485711245436,745.9514959659809,851.6787591703275,1843.9852587606824,1758.5419003819738,3069.0913826987453
65,1000.0,-1196454821,16210.890017496076,9571.770708393125,5047.557147159258,845.209298647114,1267.8139479706704,4359.78896807195,687.7681790873083,1281.0777019663296,1577.2198032964375,1298.9852031469547,4419.529392109592
67,1000.0,-1196451526,16995.31220956637,8697.879254769487,7605.379442545654,1409.0199619340165,2113.5299429010274,6368.576426696118,1236.8030158495355,1260.8519640543802,2182.075861733997,2812.7946425087207,5358.488227344616
69,1000.0,-1196446906,21530.959580256334,14117.224775524523,6442.9962661523405,958.1718870107753,1437.2578305161628,5402.071845063268,1040.9244210890733,1966.9733056628695,3592.64484708725,2078.281536952146,3966.248966637785
71,1000.0,-1196442217,8270.002523096198,5267.57262189791,2942.25014436616,534.6142329821055,801.9213494731579,2607.1017258747997,335.14841849136025,597.3606401950485,2088.8577094634575,705.106972015182,1008.6468858017429
73,1000.0,-1196440006,13337.537275629282,6163.949795191989,5953.613712424414,784.9201856473,1177.3802784709503,4735.827694429527,1217.786017994888,1531.0586569229927,2929.0164751027464,1939.6859305572,2681.565287324477
75,1000.0,-1196436609,15362.648604281194,9413.151659526116,4937.07491218474,908.124224844558,1362.186337266837,4526.971274111962,410.10363807277815,1842.624886297344,3730.1838356894177,755.0151550027159,1855.546187063082
77,1000.0,-1196433153,20796.722673842494,11555.658118738444,8199.433597068184,1403.2290697771555,2104.8436046657303,7438.324390042569,761.1092070256162,2199.355908748712,4645.190110386249,1879.2047175476505,4671.882279123297
79,1000.0,-1196427136,12717.05531339158,6656.330688842312,5634.988624731394,637.1943404449436,955.7915106674162,4948.623220958716,686.365403772678,1069.9254306093337,3496.85630440559,1018.6983949798852,2957.9828289075194
81,1000.0,-1196423759,10357.055786263754,7466.997619163715,2003.8616247304672,287.43037228136694,431.14555842205044,1958.5472869831815,45.31433774728559,343.5897511094867,1046.1479714411926,468.4126119467863,2203.215438160937
83,1000.0,-1196421948,14816.024473433565,9509.33949718469,4890.00883319789,776.9474512914053,1165.4211769371086,4075.298183220837,814.7106499770537,1404.0515211005643,3965.0703810574487,1273.5303728194572,2166.5946504252447
